Date,Open,High,Low,Close,Adj Close,Volume
2017-04-05,1.108300,1.108300,1.108300,1.108300,1.108300,0
2017-04-06,1.108300,1.108300,1.108300,1.108300,1.108300,0
2017-04-07,1.108500,1.108500,1.108500,1.108500,1.108500,0
2017-04-10,1.108100,1.108100,1.108100,1.108100,1.108100,0
2017-04-11,1.112000,1.112000,1.112000,1.112000,1.112000,9000
2017-04-12,1.108600,1.108600,1.108600,1.108600,1.108600,0
2017-04-13,1.108700,1.108700,1.108700,1.108700,1.108700,0
2017-04-14,1.111800,1.111800,1.111800,1.111800,1.111800,0
2017-04-17,1.111300,1.111300,1.111300,1.111300,1.111300,0
2017-04-18,1.116000,1.116000,1.116000,1.116000,1.116000,1000
2017-04-19,1.116000,1.116000,1.116000,1.116000,1.116000,3000
2017-04-20,1.111500,1.111500,1.111500,1.111500,1.111500,0
2017-04-21,1.111900,1.111900,1.111900,1.111900,1.111900,0
2017-04-24,1.111900,1.111900,1.111900,1.111900,1.111900,0
2017-04-25,1.112700,1.112700,1.112700,1.112700,1.112700,0
2017-04-26,1.113400,1.113400,1.113400,1.113400,1.113400,0
2017-04-27,1.114000,1.114000,1.114000,1.114000,1.114000,0
2017-04-28,1.115100,1.115100,1.115100,1.115100,1.115100,0
2017-05-02,1.118200,1.118200,1.118200,1.118200,1.118200,0
2017-05-03,1.119200,1.119200,1.119200,1.119200,1.119200,0
2017-05-04,1.121000,1.121000,1.121000,1.121000,1.121000,300
2017-05-05,1.119300,1.119300,1.119300,1.119300,1.119300,0
2017-05-08,1.119600,1.119600,1.119600,1.119600,1.119600,0
2017-05-09,1.119500,1.119500,1.119500,1.119500,1.119500,0
2017-05-11,1.119800,1.119800,1.119800,1.119800,1.119800,0
2017-05-12,1.119900,1.119900,1.119900,1.119900,1.119900,0
2017-05-15,1.120900,1.120900,1.120900,1.120900,1.120900,0
2017-05-16,1.122300,1.122300,1.122300,1.122300,1.122300,0
2017-05-17,1.122200,1.122200,1.122200,1.122200,1.122200,0
2017-05-18,1.122500,1.122500,1.122500,1.122500,1.122500,0
2017-05-19,1.122300,1.122300,1.122300,1.122300,1.122300,0
2017-05-22,1.122600,1.122600,1.122600,1.122600,1.122600,0
2017-05-23,1.125000,1.125000,1.125000,1.125000,1.125000,13200
2017-05-24,1.122800,1.122800,1.122800,1.122800,1.122800,0
2017-05-25,1.123600,1.123600,1.123600,1.123600,1.123600,0
2017-05-26,1.123300,1.123300,1.123300,1.123300,1.123300,0
2017-05-29,1.120000,1.120000,1.120000,1.120000,1.120000,8000
2017-05-31,1.124400,1.124400,1.124400,1.124400,1.124400,0
2017-06-01,1.124100,1.124100,1.124100,1.124100,1.124100,0
2017-06-02,1.124400,1.124400,1.124400,1.124400,1.124400,0
2017-06-05,1.124900,1.124900,1.124900,1.124900,1.124900,0
2017-06-06,1.121000,1.121000,1.121000,1.121000,1.121000,9600
2017-06-07,1.126000,1.126000,1.126000,1.126000,1.126000,500
2017-06-08,1.125800,1.125800,1.125800,1.125800,1.125800,0
2017-06-09,1.126200,1.126200,1.126200,1.126200,1.126200,0
2017-06-13,1.127000,1.127000,1.127000,1.127000,1.127000,0
2017-06-14,1.123000,1.123000,1.123000,1.123000,1.123000,200
2017-06-15,1.127700,1.127700,1.127700,1.127700,1.127700,0
2017-06-16,1.126800,1.126800,1.126800,1.126800,1.126800,0
2017-06-19,1.127200,1.127200,1.127200,1.127200,1.127200,0
2017-06-20,1.127300,1.127300,1.127300,1.127300,1.127300,0
2017-06-21,1.126900,1.126900,1.126900,1.126900,1.126900,0
2017-06-22,1.127100,1.127100,1.127100,1.127100,1.127100,0
2017-06-23,null,null,null,null,null,null
2017-06-26,null,null,null,null,null,null
2017-06-27,1.126900,1.126900,1.126900,1.126900,1.126900,0
2017-06-28,1.123000,1.123000,1.123000,1.123000,1.123000,2300
2017-06-29,1.127400,1.127400,1.127400,1.127400,1.127400,0
2017-06-30,1.126000,1.126000,1.126000,1.126000,1.126000,0
2017-07-03,1.125900,1.125900,1.125900,1.125900,1.125900,0
2017-07-04,1.124000,1.124000,1.124000,1.124000,1.124000,0
2017-07-05,1.124500,1.124500,1.124500,1.124500,1.124500,0
2017-07-06,1.124100,1.124100,1.124100,1.124100,1.124100,0
2017-07-07,1.123600,1.123600,1.123600,1.123600,1.123600,0
2017-07-10,1.122400,1.122400,1.122400,1.122400,1.122400,0
2017-07-11,null,null,null,null,null,null
2017-07-12,1.122800,1.122800,1.122800,1.122800,1.122800,0
2017-07-13,1.122800,1.122800,1.122800,1.122800,1.122800,0
2017-07-14,1.123300,1.123300,1.123300,1.123300,1.123300,0
2017-07-17,1.123800,1.123800,1.123800,1.123800,1.123800,0
2017-07-18,1.124400,1.124400,1.124400,1.124400,1.124400,0
2017-07-19,1.125300,1.125300,1.125300,1.125300,1.125300,0
2017-07-20,1.126100,1.126100,1.126100,1.126100,1.126100,0
2017-07-21,1.126300,1.126300,1.126300,1.126300,1.126300,0
2017-07-24,1.124000,1.124000,1.124000,1.124000,1.124000,500
2017-07-25,1.126400,1.126400,1.126400,1.126400,1.126400,0
2017-07-26,1.129000,1.129000,1.129000,1.129000,1.129000,1000
2017-07-27,1.127000,1.127000,1.127000,1.127000,1.127000,0
2017-07-28,1.127400,1.127400,1.127400,1.127400,1.127400,0
2017-07-31,1.127300,1.127300,1.127300,1.127300,1.127300,0
2017-08-01,1.127600,1.127600,1.127600,1.127600,1.127600,0
2017-08-02,1.127800,1.127800,1.127800,1.127800,1.127800,0
2017-08-03,1.127900,1.127900,1.127900,1.127900,1.127900,0
2017-08-04,1.128600,1.128600,1.128600,1.128600,1.128600,0
2017-08-07,1.130000,1.130000,1.130000,1.130000,1.130000,10000
2017-08-08,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-09,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-10,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-11,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-14,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-15,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-16,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-17,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-18,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-21,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-22,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-23,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-24,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-25,1.130000,1.130000,1.130000,1.130000,1.130000,0
2017-08-28,1.131000,1.131000,1.131000,1.131000,1.131000,100
2017-08-29,1.137000,1.137000,1.137000,1.137000,1.137000,300
2017-08-30,1.137000,1.137000,1.137000,1.137000,1.137000,1000
2017-08-31,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-01,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-04,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-05,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-06,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-07,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-08,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-11,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-12,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-13,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-14,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-15,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-18,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-19,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-20,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-21,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-22,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-25,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-26,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-27,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-28,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-09-29,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-10-02,1.137000,1.137000,1.137000,1.137000,1.137000,0
2017-10-03,1.136000,1.136000,1.136000,1.136000,1.136000,21000
2017-10-04,1.136000,1.136000,1.136000,1.136000,1.136000,0
2017-10-05,1.136000,1.136000,1.136000,1.136000,1.136000,0
2017-10-06,1.136000,1.136000,1.136000,1.136000,1.136000,0
2017-10-09,1.136000,1.136000,1.136000,1.136000,1.136000,0
2017-10-10,1.136000,1.136000,1.136000,1.136000,1.136000,0
2017-10-11,1.140000,1.140000,1.140000,1.140000,1.140000,5000
2017-10-12,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-13,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-16,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-17,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-18,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-19,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-20,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-23,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-24,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-25,1.140000,1.140000,1.140000,1.140000,1.140000,800
2017-10-26,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-27,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-30,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-10-31,1.140000,1.140000,1.140000,1.140000,1.140000,0
2017-11-01,1.138000,1.138000,1.138000,1.138000,1.138000,500
2017-11-02,1.138000,1.138000,1.138000,1.138000,1.138000,0
2017-11-03,1.138000,1.138000,1.138000,1.138000,1.138000,0
2017-11-06,1.138000,1.138000,1.138000,1.138000,1.138000,0
2017-11-07,1.138000,1.138000,1.138000,1.138000,1.138000,0
2017-11-08,1.138000,1.138000,1.138000,1.138000,1.138000,0
2017-11-09,1.138000,1.138000,1.138000,1.138000,1.138000,0
2017-11-10,1.138000,1.138000,1.138000,1.138000,1.138000,0
2017-11-13,1.138000,1.138000,1.138000,1.138000,1.138000,0
2017-11-14,1.138000,1.138000,1.138000,1.138000,1.138000,0
